,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
77575,77576,6683083,69,1,0,2,0,40,237,2,1,12,1
77576,77577,3177468,42,17,0,2,1,13,90,0,5,14,0
77580,77581,518532,61,1,0,2,1,28,22,2,1,13,0
77590,77591,5539169,30,6,0,2,0,12,313,0,6,13,0
77596,77597,6437103,56,3,0,2,0,45,145,28,3,12,0
77639,77640,5899823,46,8,0,2,0,2,93,7,8,13,0
77641,77642,3125755,75,8,0,2,0,48,307,25,8,12,0
77644,77645,2361934,78,0,0,2,1,0,220,18,0,12,0
77662,77663,7303669,53,17,0,2,1,2,224,28,9,12,0
77663,77664,4281870,53,1,0,2,0,5,52,7,1,12,0
77673,77674,2591229,68,11,0,2,0,17,65,13,11,12,0
77676,77677,6131551,21,10,0,2,1,27,278,28,9,14,0
77701,77702,9700346,74,4,0,2,1,7,213,0,4,11,0
77702,77703,4806237,79,10,0,2,0,48,10,26,4,11,1
77711,77712,6913078,38,14,0,2,0,5,274,7,3,14,1
77720,77721,5403583,44,14,0,2,1,26,212,14,8,12,0
77728,77729,9842635,60,7,0,1,1,39,181,28,7,11,0
77729,77730,6558368,67,1,0,2,0,44,232,14,1,10,0
77745,77746,4854861,77,1,0,2,0,18,132,2,1,13,1
77753,77754,4343535,26,15,0,0,0,28,17,19,11,14,0
77763,77764,8139107,35,17,0,2,1,49,71,28,12,10,0
77766,77767,6649334,59,12,0,2,0,22,284,6,11,11,1
77771,77772,2559385,74,14,0,2,1,9,171,14,9,12,0
77772,77773,8666033,52,1,0,2,0,39,306,28,1,12,0
77773,77774,4902965,32,7,0,2,0,12,204,22,7,11,0
77785,77786,4691275,56,6,0,2,0,27,15,22,6,13,0
77827,77828,4445518,34,16,0,1,0,46,170,0,8,12,0
77830,77831,2386002,24,10,0,2,1,36,296,22,6,12,0
77832,77833,4647997,42,18,0,2,0,32,74,17,5,12,0
77836,77837,3372200,32,11,0,2,0,25,212,14,4,12,0
77859,77860,5951430,55,10,0,2,0,49,77,11,10,10,0
77869,77870,7059372,43,4,0,1,0,32,309,25,4,13,1
77874,77875,5085906,33,18,0,2,0,20,33,28,10,12,0
77875,77876,4829059,59,17,0,2,0,26,230,19,11,13,0
77882,77883,9991569,45,1,0,2,0,35,250,17,1,10,0
77883,77884,3888767,54,14,0,2,0,16,59,11,13,14,0
77888,77889,3239333,46,20,0,2,1,27,103,28,6,10,0
77898,77899,4737242,29,5,0,2,0,16,105,0,5,13,0
77909,77910,4039406,64,15,0,2,0,10,175,0,5,10,0
77917,77918,2240230,31,3,0,2,0,46,52,7,3,12,0
77920,77921,7204122,73,14,0,2,1,3,158,5,14,11,0
77923,77924,9601652,60,4,0,2,0,5,286,0,4,11,0
77934,77935,9749077,75,3,0,2,0,23,32,28,3,14,0
77941,77942,7500815,31,18,0,2,1,20,262,14,14,11,0
77953,77954,5545217,52,12,0,2,0,22,232,14,9,13,0
77963,77964,4819023,50,18,0,2,0,29,88,4,12,10,1
77965,77966,8982743,34,15,0,1,1,30,294,12,8,11,0
77970,77971,4862321,65,16,0,2,1,45,207,14,9,11,0
77973,77974,8199311,66,3,0,2,1,23,9,25,3,13,0
77996,77997,2248392,46,20,0,2,1,37,173,25,13,13,0
77999,78000,2809982,78,5,0,2,1,49,107,13,3,12,0
78007,78008,6351922,57,6,0,2,1,16,154,23,5,10,0
78009,78010,8024706,66,17,0,2,0,20,204,22,12,10,0
78011,78012,1165856,47,19,0,2,1,44,168,28,7,10,0
78015,78016,2421932,31,9,0,2,1,46,284,6,9,12,0
78031,78032,8681228,48,14,0,2,0,47,139,20,9,14,0
78056,78057,1744273,33,9,0,2,0,16,184,10,9,12,0
78070,78071,4485310,49,7,0,2,0,32,272,28,7,14,0
78079,78080,226480,53,11,0,2,0,5,75,2,8,10,0
78084,78085,3139818,57,20,0,2,0,0,207,14,3,10,0
78111,78112,5239354,69,1,0,2,0,19,143,0,1,11,0
78113,78114,1281153,71,0,0,2,0,18,42,2,0,11,0
78123,78124,9376698,53,2,0,2,0,43,156,28,2,14,0
78129,78130,6108808,76,16,0,2,0,13,225,7,3,12,0
78133,78134,6563391,42,9,0,2,0,33,93,7,9,12,0
78153,78154,5003310,25,1,0,1,0,32,77,11,1,13,0
78157,78158,8393068,61,15,0,2,0,30,281,9,6,14,0
78160,78161,8801912,33,16,0,2,0,25,110,7,9,14,0
78168,78169,2389509,61,15,0,2,0,47,290,14,10,10,0
78182,78183,128902,31,6,0,2,1,4,231,10,6,12,0
78185,78186,6885928,79,15,0,2,0,0,177,28,13,13,0
78187,78188,3264559,29,14,0,2,0,44,57,28,4,10,1
78188,78189,8806392,61,5,0,2,0,43,102,10,5,13,0
78212,78213,8396271,24,14,0,2,1,0,171,14,14,13,0
78217,78218,8700927,41,0,0,2,0,49,170,0,0,10,1
78221,78222,452661,51,17,0,2,0,13,94,25,14,10,0
78236,78237,9992133,40,14,0,2,0,1,20,0,3,13,0
78237,78238,8813566,38,20,0,2,0,26,250,17,6,12,0
78244,78245,4868070,51,17,0,2,0,46,308,6,6,13,1
78248,78249,7662947,46,17,0,2,1,34,276,14,3,10,0
78250,78251,1273453,61,12,0,2,0,47,154,23,3,11,0
78257,78258,1341380,70,17,0,2,0,27,294,12,3,13,0
78258,78259,9017508,40,17,0,2,1,36,16,14,6,13,0
78281,78282,4351817,31,3,0,2,0,28,286,0,3,11,1
78283,78284,5090745,35,5,0,2,0,7,5,16,5,12,1
78285,78286,2211161,46,6,0,2,1,39,90,0,6,11,0
78294,78295,9673547,47,6,0,2,0,14,77,11,4,12,0
78295,78296,1175014,72,7,0,2,0,48,157,25,7,14,0
78307,78308,5626095,71,14,0,2,0,0,160,12,5,10,0
78316,78317,7642419,39,12,0,2,0,36,1,24,12,10,0
78319,78320,4631897,73,4,0,2,1,42,240,28,4,14,0
78321,78322,3231341,47,6,0,2,0,41,160,12,6,14,1
78325,78326,5975878,56,17,0,2,0,23,151,2,6,11,0
78330,78331,2309585,31,7,0,2,0,46,192,25,7,10,0
78335,78336,333219,63,1,0,2,0,50,23,28,1,12,0
78337,78338,9071461,63,18,0,2,1,34,262,14,8,13,0
78347,78348,4620331,77,17,0,2,0,40,176,0,12,12,1
78354,78355,996901,68,9,0,2,0,12,268,11,6,13,0
78360,78361,1784853,64,20,0,2,1,18,43,5,5,14,0
78362,78363,5360758,50,15,0,2,1,0,109,0,6,11,0
78364,78365,66912,27,10,0,2,0,43,129,19,10,14,0
78376,78377,4275801,78,8,0,2,1,13,17,19,3,11,0
78400,78401,439745,66,4,0,2,0,30,178,22,4,12,0
78433,78434,7834876,26,9,0,2,0,48,271,1,9,14,0
78443,78444,7283454,74,5,0,2,0,47,175,0,5,11,0
78448,78449,3854933,59,10,0,2,1,38,119,11,5,11,0
78467,78468,7790773,40,10,0,2,1,43,27,25,9,12,0
78470,78471,7192065,61,11,0,2,0,17,208,0,11,14,0
78474,78475,2549997,51,15,0,2,0,44,93,7,13,14,1
78476,78477,16896,56,20,0,2,0,3,9,25,7,12,0
78482,78483,2072765,34,4,0,2,0,21,268,11,4,14,0
78486,78487,8475829,54,17,0,2,0,44,272,28,9,11,0
78487,78488,2449147,42,3,0,2,0,45,22,2,3,12,0
78496,78497,519314,35,19,0,2,0,19,114,28,5,11,0
78508,78509,3114473,49,16,0,2,1,46,151,2,10,11,0
78514,78515,1776630,67,5,0,2,0,50,303,11,5,12,0
78522,78523,84951,48,3,0,2,1,47,25,2,3,12,0
78531,78532,5850867,30,1,0,2,1,15,179,23,1,10,0
78540,78541,4313468,35,10,0,2,0,1,153,0,6,11,0
78543,78544,1297490,77,10,0,2,0,27,266,25,7,14,0
78550,78551,1647748,78,6,0,2,1,20,292,12,6,12,0
78553,78554,5384499,44,2,0,1,1,31,285,23,2,13,0
78567,78568,2774442,24,11,0,0,0,33,148,5,11,14,0
78569,78570,7046794,23,7,0,2,0,18,189,6,6,13,0
78571,78572,9627469,48,17,0,2,0,19,11,20,6,14,0
78572,78573,8701440,27,15,0,2,0,13,44,20,5,13,0
78582,78583,4104566,73,11,0,2,1,9,306,28,11,11,0
78588,78589,1151169,78,14,0,2,1,28,276,14,13,14,0
78611,78612,8913238,72,14,0,2,0,3,140,1,5,12,0
78624,78625,6487755,78,12,0,1,0,15,101,25,6,11,0
78633,78634,7861265,23,18,0,2,0,13,176,0,13,12,0
78636,78637,3214610,65,19,0,2,0,47,117,10,4,12,0
78651,78652,6608769,74,8,0,2,1,28,272,28,3,13,0
78658,78659,3651865,76,0,0,2,0,10,0,0,0,11,0
78685,78686,4552514,32,10,0,2,1,34,307,25,10,11,0
78695,78696,6598797,60,18,0,2,0,13,98,6,4,11,0
78700,78701,5856930,36,19,0,2,1,33,191,23,11,10,0
78709,78710,8899644,39,12,0,2,0,33,282,5,6,12,0
78751,78752,7631011,39,19,0,2,0,39,135,10,12,10,0
78752,78753,3580985,53,13,0,2,0,8,66,2,13,14,1
78766,78767,1599131,68,4,0,1,0,34,244,28,4,11,0
78786,78787,8158874,39,10,0,2,0,9,126,13,5,14,0
78802,78803,2113388,51,17,0,2,0,41,49,0,13,14,0
78805,78806,9260693,56,8,0,2,1,48,100,2,7,10,0
78809,78810,7360578,26,6,0,2,1,41,93,7,6,10,0
78829,78830,8683216,21,0,0,2,0,7,193,25,0,12,1
78832,78833,6866088,68,19,0,2,1,50,124,14,10,13,0
78833,78834,1296942,26,13,0,0,0,9,189,6,5,11,0
78909,78910,4236914,47,15,0,2,1,21,31,28,10,11,0
78921,78922,3023559,65,16,0,2,1,40,234,0,8,10,0
78922,78923,2535189,74,6,0,2,0,1,232,14,3,12,0
78923,78924,5273020,29,1,0,2,0,20,219,25,1,14,0
78926,78927,7479878,55,8,0,2,0,1,10,26,8,14,0
78931,78932,4298524,38,6,0,2,1,46,72,0,4,10,0
78933,78934,6302308,35,19,0,2,0,12,291,22,12,10,0
78934,78935,2833907,61,11,0,2,0,31,149,23,6,12,0
78937,78938,2566021,39,17,0,2,0,4,290,14,3,10,0
78950,78951,1839079,43,11,0,2,0,5,54,17,10,11,1
78954,78955,6859181,37,6,0,2,0,9,89,28,3,14,0
78957,78958,380853,71,16,0,2,0,23,7,14,6,10,0
78974,78975,2090531,71,7,0,2,0,34,9,25,3,12,0
78975,78976,1694660,68,19,0,2,1,27,262,14,4,11,0
78995,78996,3049594,40,17,0,2,1,0,38,11,7,11,0
79008,79009,6973577,43,15,0,2,1,23,60,20,5,11,0
79009,79010,7932088,41,20,0,2,0,49,15,22,5,11,1
79014,79015,7009156,36,20,0,2,0,5,222,22,10,12,0
79015,79016,7151565,58,13,0,2,0,4,120,22,13,12,0
79024,79025,9604465,45,12,0,2,1,18,267,8,6,12,0
79031,79032,7552384,33,17,0,2,0,13,157,25,4,12,0
79033,79034,7961910,45,19,0,2,0,41,298,0,14,13,1
79056,79057,3959820,78,9,0,2,0,10,76,2,9,10,1
79076,79077,4811867,41,18,0,2,0,11,37,11,10,10,0
79091,79092,9310823,78,4,0,2,0,47,218,0,3,12,0
79098,79099,3301023,33,16,0,2,0,38,223,7,4,11,0
79114,79115,2620497,39,6,0,0,0,23,153,0,4,12,1
79135,79136,3390492,54,13,0,2,0,35,45,28,10,14,1
79141,79142,1927409,73,15,0,2,0,11,21,0,4,12,0
79143,79144,265958,21,2,0,2,0,2,86,1,2,13,0
79149,79150,5185337,50,2,0,2,0,40,270,20,2,14,0
79183,79184,139518,22,14,0,2,0,38,310,14,14,14,0
79194,79195,9731079,70,1,0,2,0,26,244,28,1,13,0
79219,79220,5505572,45,1,0,2,1,25,9,25,1,12,0
79220,79221,8553248,74,0,0,2,1,44,48,20,0,14,0
79222,79223,1827312,59,7,0,2,0,33,167,12,7,12,0
79223,79224,4638141,59,18,0,2,0,8,27,25,3,12,0
79285,79286,9620139,48,15,0,0,1,36,146,25,14,13,0
79288,79289,96682,52,16,0,2,0,36,189,6,11,12,0
79297,79298,3178951,36,7,0,2,1,15,8,12,7,11,0
79310,79311,9737452,41,1,0,2,0,27,1,24,1,12,0
79314,79315,6066397,48,13,0,2,0,25,312,0,13,12,0
79319,79320,2846676,23,12,0,2,0,31,305,14,12,13,0
79327,79328,6735205,26,17,0,2,0,46,297,22,5,13,0
79328,79329,9985964,28,8,0,2,0,40,166,12,8,13,1
79332,79333,3972267,27,10,0,2,0,2,96,25,7,11,0
79340,79341,1549898,40,3,0,0,1,42,109,0,3,11,0
79343,79344,8406226,62,19,0,2,0,29,40,17,7,13,0
79361,79362,9557082,70,0,0,2,1,23,44,20,0,13,0
79363,79364,5161711,52,0,0,2,0,45,198,2,0,12,0
79364,79365,817450,32,15,0,2,0,27,106,11,4,12,0
79365,79366,6552503,21,15,0,2,1,17,34,25,3,11,0
79374,79375,1737580,39,0,0,2,0,25,135,10,0,13,0
79384,79385,8475172,57,12,0,2,1,33,286,0,3,11,0
79390,79391,2518343,53,19,0,2,1,18,293,22,13,12,0
79391,79392,5136629,76,6,0,2,0,4,173,25,6,13,0
79392,79393,5850440,68,20,0,2,0,37,25,2,11,12,0
79399,79400,2603139,33,3,0,2,0,10,5,16,3,11,0
79409,79410,4910728,44,3,0,2,0,41,187,10,3,12,0
79427,79428,7171645,31,10,0,2,0,22,180,28,5,14,1
79428,79429,2731553,56,14,0,1,0,2,111,1,3,12,0
79430,79431,6134910,60,6,0,2,1,26,156,28,3,11,0
79445,79446,757592,23,5,0,2,0,15,79,2,3,10,0
79458,79459,2936423,69,11,0,2,1,7,27,25,6,13,0
79470,79471,8840108,49,10,0,2,0,50,200,2,6,13,0
79479,79480,9760650,79,16,0,2,1,6,102,10,4,12,0
79485,79486,5860796,42,15,0,2,1,5,69,2,5,14,0
79486,79487,282422,28,16,0,2,1,47,305,14,6,13,0
79521,79522,9514006,75,9,0,2,0,33,255,25,9,11,0
79525,79526,3466926,54,18,0,0,0,48,19,6,7,12,0
79541,79542,1359452,59,5,0,2,0,23,165,20,5,14,0
79565,79566,499939,25,17,0,2,1,8,34,25,9,14,0
79568,79569,3804173,21,18,0,2,1,41,251,13,8,14,0
79582,79583,752748,73,8,0,2,0,27,235,22,8,13,0
79586,79587,1708734,69,11,0,2,1,28,253,17,11,11,0
79588,79589,5687470,29,13,0,2,1,10,157,25,13,14,0
79629,79630,6805823,48,2,0,2,1,29,95,25,2,12,0
79631,79632,235563,48,5,0,2,0,25,151,2,5,11,1
79632,79633,7366947,50,10,0,2,1,22,286,0,10,13,0
79651,79652,3521091,54,5,0,2,0,33,142,0,5,14,0
79662,79663,16890,21,8,0,2,0,20,94,25,7,13,0
79675,79676,1633168,42,14,0,2,0,39,103,28,6,11,0
79677,79678,5462646,42,18,0,2,0,39,259,25,11,11,0
79678,79679,8503714,38,2,0,2,0,17,226,14,2,10,0
79681,79682,4069278,28,14,0,2,0,25,45,28,13,10,0
79723,79724,5351331,78,1,0,2,1,33,77,11,1,14,0
79745,79746,6789928,45,3,0,2,0,28,307,25,3,13,0
79762,79763,4130211,40,18,0,2,1,15,89,28,4,10,0
79766,79767,8752516,33,2,0,1,0,2,291,22,2,10,0
79802,79803,9884599,74,15,0,2,0,30,126,13,4,11,0
79803,79804,6619894,44,16,0,2,1,39,92,25,6,14,0
79806,79807,5921974,25,3,0,2,0,50,194,6,3,11,0
79809,79810,4936411,69,8,0,2,1,17,131,14,3,13,0
79827,79828,7023630,22,10,0,2,0,31,79,2,4,11,0
79828,79829,6672263,75,8,0,2,1,3,215,23,8,13,0
79837,79838,7468729,50,9,0,2,1,40,294,12,5,10,0
79847,79848,5214871,29,19,0,2,0,41,149,23,13,12,0
79850,79851,6917119,44,20,0,2,1,37,278,28,8,11,0
79864,79865,2276484,31,19,0,2,1,29,83,10,7,14,0
79865,79866,4039148,54,12,0,2,0,32,293,22,6,14,0
79875,79876,2088495,59,20,0,2,0,26,143,0,11,13,0
79891,79892,8909885,22,3,0,2,1,14,76,2,3,11,0
79895,79896,1503033,72,19,0,2,0,43,101,25,3,12,0
79903,79904,6830726,29,20,0,2,1,42,243,6,3,14,0
79905,79906,5550769,59,5,0,2,0,47,314,0,5,11,1
79936,79937,2915439,62,0,0,2,1,46,302,20,0,13,0
79949,79950,8542806,31,12,0,2,0,11,308,6,6,13,1
79961,79962,8768562,67,13,0,2,0,3,92,25,4,10,0
79973,79974,4671184,39,20,0,2,1,18,92,25,3,11,0
79977,79978,5610392,31,6,0,2,0,14,234,0,6,10,0
79993,79994,1969961,51,9,0,2,1,16,17,19,9,12,0
80011,80012,6767468,21,3,0,2,0,19,250,17,3,11,0
80016,80017,667691,40,20,0,2,0,35,208,0,13,13,0
80023,80024,7396490,59,0,0,2,1,1,86,1,0,11,0
80024,80025,6259059,70,8,0,2,1,11,67,3,8,10,0
80035,80036,2859501,61,16,0,2,0,24,142,0,7,10,1
80053,80054,1886204,59,0,0,2,1,3,275,2,0,10,0
80064,80065,8162148,35,18,0,2,0,36,84,0,11,13,0
80077,80078,7723951,35,8,0,2,0,2,310,14,7,14,0
80079,80080,8251849,66,16,0,2,1,5,282,5,14,12,0
80085,80086,5957090,48,18,0,2,1,20,122,11,3,12,0
80104,80105,1113251,22,10,0,2,0,42,53,13,10,10,0
80118,80119,3145889,47,17,0,2,1,19,123,23,4,11,0
80125,80126,2212744,64,7,0,2,0,35,259,25,7,10,0
80128,80129,4247262,62,15,0,2,0,42,86,1,4,10,1
80138,80139,7225783,63,9,0,1,1,16,303,11,9,12,0
80143,80144,3254201,31,14,0,2,0,25,89,28,6,14,0
80144,80145,7764998,33,9,0,2,1,23,77,11,7,14,0
80151,80152,5121883,32,7,0,2,0,30,174,19,5,12,0
80181,80182,6460510,23,17,0,2,0,6,272,28,12,14,0
80205,80206,5723028,56,4,0,2,0,45,41,2,4,14,0
80206,80207,6164439,65,4,0,2,0,8,194,6,4,11,0
80208,80209,5041519,63,18,0,2,0,10,139,20,10,13,0
80212,80213,2596508,51,18,0,2,0,5,171,14,4,14,0
80213,80214,3527423,54,11,0,2,1,43,141,6,5,13,0
80220,80221,5265885,75,4,0,2,0,45,283,6,4,13,0
80221,80222,2637175,25,6,0,2,0,45,118,0,6,11,0
80229,80230,1393491,71,13,0,2,0,47,2,25,9,13,0
80230,80231,2417756,64,18,0,2,0,17,302,20,8,10,0
80232,80233,851340,78,3,0,2,0,3,32,28,3,10,0
80235,80236,5738912,76,9,0,2,0,28,213,0,9,14,1
80269,80270,8451500,69,7,0,2,1,44,155,13,7,13,0
80299,80300,7071857,24,10,0,2,0,16,47,4,3,13,1
80314,80315,9058726,61,20,0,2,0,29,81,10,11,14,0
80317,80318,1451174,69,5,0,2,0,23,229,2,5,12,0
80326,80327,4016515,56,13,0,2,0,4,269,13,6,13,1
80331,80332,8454331,61,3,0,2,0,47,247,25,3,11,0
80333,80334,2322708,25,5,0,2,0,8,79,2,5,12,0
80343,80344,9396804,66,8,0,2,0,29,57,28,8,10,0
80351,80352,7731278,33,12,0,2,0,25,259,25,11,13,0
80356,80357,5928263,42,11,0,2,0,38,98,6,7,11,0
80359,80360,1789952,27,4,0,2,0,38,66,2,4,11,1
80365,80366,3941355,71,14,0,2,0,26,216,25,12,10,1
80369,80370,4164102,63,4,0,1,0,32,291,22,4,14,0
80373,80374,7715707,37,4,0,2,0,5,139,20,4,10,0
80378,80379,9913743,23,9,0,2,0,17,268,11,9,14,0
80380,80381,8574834,43,12,0,2,0,10,27,25,12,11,0
80413,80414,6776301,26,17,0,2,0,6,66,2,11,13,0
80414,80415,5675460,48,6,0,2,0,30,219,25,6,10,0
80420,80421,389819,29,3,0,2,0,19,247,25,3,14,1
80437,80438,1553697,39,19,0,2,0,5,90,0,13,11,0
80446,80447,2912105,21,14,0,2,0,36,24,14,5,12,0
80450,80451,2838553,44,1,0,2,0,5,68,14,1,13,0
80467,80468,5236105,23,7,0,2,0,50,267,8,7,13,0
80469,80470,8310425,59,6,0,2,0,41,291,22,6,14,0
80477,80478,8603183,62,15,0,2,1,17,151,2,12,10,0
80495,80496,4292910,70,2,0,1,0,18,54,17,2,14,1
80508,80509,3784689,39,7,0,2,0,27,113,2,7,11,1
80514,80515,9103667,54,3,0,1,0,43,121,28,3,12,1
80522,80523,5379845,31,5,0,2,0,38,210,0,5,12,1
80527,80528,5127918,75,13,0,2,0,18,139,20,13,10,0
80531,80532,7582947,64,20,0,2,1,42,115,25,5,12,0
80535,80536,2447892,22,16,0,2,0,47,188,25,6,10,0
80540,80541,90950,69,8,0,2,1,34,168,28,8,10,0
80542,80543,6335707,26,0,0,2,0,29,175,0,0,12,0
80543,80544,9931632,51,4,0,2,0,41,220,18,4,12,0
80563,80564,8161703,34,2,0,2,1,11,275,2,2,11,0
80571,80572,221192,64,20,0,2,1,23,52,7,4,14,0
80576,80577,5284369,76,13,0,2,0,15,159,2,9,11,0
80587,80588,4927179,44,14,0,2,1,19,214,5,11,13,0
80597,80598,64404,45,18,0,2,0,10,175,0,3,14,0
80624,80625,5964534,21,2,0,2,0,22,129,19,2,11,0
80634,80635,1524812,22,8,0,2,0,4,6,20,4,13,0
80640,80641,5164517,33,17,0,2,0,42,112,13,6,11,1
80642,80643,9705356,34,9,0,2,0,45,101,25,8,14,0
80658,80659,5617309,75,16,0,2,1,26,39,28,6,12,0
80680,80681,3049346,26,5,0,2,0,17,81,10,3,12,1
80684,80685,2810376,65,3,0,2,0,38,46,6,3,13,0
80685,80686,9043659,62,7,0,2,0,0,202,6,7,14,0
80695,80696,6062192,21,9,0,2,0,49,243,6,7,13,0
80710,80711,9673332,70,0,0,2,1,48,70,22,0,12,0
80736,80737,1051945,70,7,0,2,0,24,189,6,7,12,1
80744,80745,8758130,34,20,0,2,0,45,43,5,9,10,1
80752,80753,1397357,51,11,0,2,0,43,114,28,10,10,0
80753,80754,9768584,52,14,0,2,1,32,32,28,11,10,0
80766,80767,4830100,37,11,0,2,1,19,303,11,11,12,0
80769,80770,5633671,63,4,0,2,0,25,133,9,3,11,0
80799,80800,9130139,40,11,0,2,0,8,106,11,5,12,0
80801,80802,6379086,72,11,0,2,1,19,100,2,11,12,0
80805,80806,6060465,49,11,0,2,1,31,236,14,10,14,0
80814,80815,2177728,29,7,0,2,1,16,290,14,7,14,0
80846,80847,2366869,27,7,0,0,1,0,176,0,7,10,0
80854,80855,2336648,25,9,0,2,1,34,236,14,6,11,0
80890,80891,8881870,69,5,0,2,0,32,61,4,5,14,0
80899,80900,2207354,75,13,0,2,0,50,54,17,8,14,0
80900,80901,9345456,35,12,0,2,1,11,222,22,7,10,0
80903,80904,5712282,59,1,0,2,0,20,216,25,1,12,0
80920,80921,1011437,74,2,0,2,1,36,181,28,2,14,0
80927,80928,3179384,34,11,0,2,0,31,16,14,7,14,0
80946,80947,7722579,70,9,0,2,0,17,242,0,9,11,0
80949,80950,4297196,37,4,0,2,1,9,180,28,4,11,0
80951,80952,1191020,31,15,0,2,1,35,10,26,5,10,0
80969,80970,5195681,53,1,0,2,1,39,36,2,1,14,0
80986,80987,3991815,66,4,0,2,0,47,8,12,4,10,0
80988,80989,3954973,58,14,0,2,0,31,299,22,8,12,0
80995,80996,5694236,39,2,0,2,1,20,21,0,2,10,0
80996,80997,7315839,72,8,0,2,0,0,145,28,8,14,1
81005,81006,6063428,38,6,0,2,0,16,15,22,6,13,0
81017,81018,9625415,77,15,0,2,0,42,16,14,9,10,0
81022,81023,8739032,55,3,0,2,0,39,25,2,3,14,0
81035,81036,1106438,79,3,0,2,0,31,265,28,3,12,0
81039,81040,5909225,67,1,0,2,0,27,312,0,1,11,0
81051,81052,1729774,28,6,0,2,1,47,202,6,5,10,0
81053,81054,7362882,37,7,0,2,0,40,57,28,7,12,0
81058,81059,8788135,77,7,0,2,0,36,218,0,7,11,0
81067,81068,2966907,30,6,0,2,1,32,299,22,5,12,1
81075,81076,5898669,32,9,0,2,0,24,9,25,6,13,1
81076,81077,4329713,42,9,0,2,0,22,278,28,6,14,0
81080,81081,826681,78,4,0,2,1,1,218,0,4,14,1
81094,81095,535157,50,2,0,2,0,21,160,12,2,10,1
81097,81098,1240330,29,18,0,2,1,15,103,28,12,14,0
81102,81103,1319541,72,10,0,2,0,39,42,2,10,14,0
81106,81107,4759451,60,4,0,2,0,35,188,25,4,13,0
81108,81109,245844,67,4,0,2,0,20,45,28,3,11,0
81112,81113,444242,77,11,0,2,0,16,86,1,8,12,0
81115,81116,8753042,74,12,0,2,0,14,51,14,9,12,0
81119,81120,9397962,58,3,0,2,0,40,255,25,3,14,0
81124,81125,2966871,78,7,0,2,0,32,229,2,3,11,0
81144,81145,1800877,21,10,0,2,1,43,210,0,5,13,1
81155,81156,4195266,40,20,0,2,0,50,6,20,14,14,0
81165,81166,1312362,25,7,0,2,0,13,227,14,7,13,1
81172,81173,9364159,77,6,0,2,0,43,46,6,4,11,0
81188,81189,7977722,69,19,0,2,0,25,194,6,14,12,0
81207,81208,1328487,67,12,0,2,0,25,284,6,7,10,0
81220,81221,3099933,71,15,0,2,0,37,208,0,3,12,0
81221,81222,8602683,46,1,0,2,0,50,30,11,1,10,0
81237,81238,9507533,32,4,0,2,0,30,263,13,4,11,0
81244,81245,2370396,69,4,0,2,0,12,269,13,4,10,0
81250,81251,5046084,62,7,0,2,1,48,269,13,6,14,0
81253,81254,461499,68,2,0,2,0,35,10,26,2,11,0
81266,81267,2062343,40,15,0,2,1,5,28,25,14,11,0
81267,81268,6152756,49,3,0,2,0,40,283,6,3,14,0
81283,81284,7352225,78,14,0,2,0,24,244,28,6,14,0
81284,81285,2442178,34,15,0,2,0,0,11,20,10,13,1
81295,81296,8433425,63,13,0,2,0,27,278,28,6,10,0
81313,81314,7086647,24,4,0,2,0,21,15,22,4,14,0
81335,81336,1670303,35,13,0,2,0,1,39,28,5,14,1
81368,81369,103611,41,16,0,2,0,6,9,25,10,14,0
81384,81385,8693161,53,5,0,2,1,29,234,0,3,10,1
81391,81392,2653315,76,8,0,2,0,42,310,14,8,12,1
81399,81400,4074914,40,16,0,2,1,38,134,6,9,14,0
81401,81402,4788890,62,5,0,2,0,38,15,22,5,12,0
81402,81403,5808564,65,16,0,0,0,22,6,20,14,10,0
81403,81404,1509327,51,0,0,2,1,6,215,23,0,11,0
81421,81422,2901323,56,2,0,2,1,7,74,17,2,10,0
81423,81424,7667495,24,3,0,2,0,36,227,14,3,14,0
81430,81431,368667,48,2,0,2,0,14,193,25,2,13,0
81432,81433,9078403,25,18,0,2,0,35,312,0,9,12,0
81439,81440,2808095,24,11,0,2,0,29,207,14,6,14,0
81461,81462,5867167,60,14,0,2,0,30,61,4,6,12,0
81478,81479,4149976,35,15,0,1,0,19,174,19,10,12,0
81481,81482,6118570,53,14,0,2,0,49,78,27,14,13,0
81483,81484,3638802,76,5,0,0,1,11,5,16,5,10,0
81491,81492,8644938,26,11,0,2,0,2,278,28,9,10,0
81511,81512,6834599,69,12,0,2,0,14,137,2,12,10,0
81518,81519,220528,72,18,0,2,0,49,115,25,4,12,0
81521,81522,7840891,54,9,0,2,1,10,271,1,6,14,0
81541,81542,8737689,65,10,0,2,1,29,180,28,9,14,0
81553,81554,6298839,34,19,0,2,1,36,56,11,5,13,0
81584,81585,3372296,26,10,0,2,0,32,126,13,10,12,0
81586,81587,5663627,29,0,0,2,1,8,107,13,0,14,1
81601,81602,1097615,59,15,0,2,0,48,316,7,5,14,0
81606,81607,7511735,59,1,0,2,0,31,101,25,1,10,0
81607,81608,893955,28,8,0,2,0,26,29,28,3,14,0
81654,81655,3283513,25,17,0,1,0,2,269,13,4,13,0
81661,81662,9533689,61,6,0,2,0,22,224,28,4,13,0
81668,81669,6389669,33,13,0,2,0,7,34,25,11,11,0
81677,81678,8744579,34,3,0,2,1,50,60,20,3,12,0
