,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
49022,49023,414060,64,16,1,0,0,23,142,0,14,11,1
49029,49030,8079960,53,2,1,2,0,3,237,2,2,10,1
49034,49035,5915580,68,20,1,2,0,28,66,2,7,10,1
49045,49046,2902285,77,19,1,2,0,27,105,0,11,10,1
49051,49052,7563306,55,15,1,2,0,48,163,12,12,12,1
49052,49053,9368529,59,7,1,2,0,18,86,1,7,10,1
49058,49059,1139981,60,12,1,2,0,10,15,22,12,12,1
49060,49061,340075,45,0,1,2,0,29,64,25,0,13,1
49065,49066,1066119,69,16,1,2,1,48,104,25,12,11,1
49069,49070,2940425,77,16,1,2,1,19,94,25,7,10,1
49070,49071,6963246,35,16,1,2,0,29,110,7,14,12,1
49072,49073,5965932,74,3,1,2,0,3,102,10,3,13,1
49076,49077,6120219,25,8,1,2,0,43,113,2,3,13,1
49077,49078,2926477,78,19,1,2,0,37,96,25,3,10,1
49078,49079,6800688,78,5,1,2,0,27,184,10,5,14,1
49080,49081,9756211,45,8,1,2,1,39,55,14,8,10,1
49082,49083,9407809,66,3,1,2,0,3,218,0,3,13,1
49083,49084,6002096,32,14,1,2,0,42,245,23,3,13,1
49085,49086,4145727,27,11,1,2,0,22,226,14,6,12,1
49089,49090,6201762,46,1,1,2,0,30,160,12,1,10,1
49099,49100,5663627,29,0,0,2,1,8,107,13,0,14,1
49126,49127,8755938,42,20,1,2,1,6,80,5,14,13,1
49130,49131,8356848,54,2,1,2,0,16,209,5,2,12,1
49137,49138,6549582,31,7,1,2,1,2,108,0,7,11,1
49139,49140,4916345,73,8,1,2,1,0,240,28,8,12,1
49151,49152,5082664,41,12,1,2,1,38,32,28,5,12,1
49157,49158,3711307,22,20,1,2,1,20,220,18,10,12,1
49167,49168,4206929,73,8,1,2,0,47,120,22,8,11,1
49172,49173,2024213,38,19,1,2,0,12,88,4,8,14,1
49183,49184,1112644,23,16,1,2,1,35,212,14,6,10,1
49197,49198,3306281,33,16,1,2,0,21,175,0,8,12,1
49208,49209,4477660,30,0,0,2,1,30,255,25,0,14,1
49211,49212,3423478,76,9,1,2,0,13,285,23,4,10,1
49213,49214,166480,36,8,1,2,1,38,314,0,8,11,1
49216,49217,4112102,46,15,1,2,0,8,183,11,5,13,1
49224,49225,5812529,46,2,1,2,1,43,296,22,2,11,1
49225,49226,9422148,43,16,1,2,1,13,273,13,12,12,1
49227,49228,1832053,63,14,0,2,1,42,211,14,7,14,1
49228,49229,6239581,38,8,1,2,1,0,290,14,8,13,1
49230,49231,9044259,30,16,1,2,0,25,127,13,3,11,1
49233,49234,4593497,33,15,0,2,0,6,36,2,8,14,1
49235,49236,5186187,76,2,1,2,0,16,266,25,2,12,1
49239,49240,3470076,44,15,1,2,0,32,100,2,11,12,1
49242,49243,960205,66,16,1,2,0,12,313,0,7,11,1
49243,49244,1117930,79,15,1,2,0,19,252,7,9,12,1
49245,49246,96503,40,13,1,2,0,25,267,8,3,14,1
49249,49250,7529689,76,9,1,2,0,3,242,0,4,10,1
49262,49263,1442794,35,20,0,2,0,34,114,28,10,10,1
49264,49265,6875625,77,7,0,2,0,46,227,14,7,11,1
49266,49267,5965136,36,15,1,2,0,43,135,10,10,12,1
49278,49279,6550926,35,1,1,2,0,37,257,22,1,11,1
49279,49280,5354560,58,13,1,2,1,28,19,6,5,13,1
49282,49283,2979441,44,7,0,2,1,5,185,25,7,12,1
49283,49284,3890846,58,16,0,2,1,38,109,0,4,11,1
49285,49286,5608121,52,7,1,2,0,37,127,13,7,14,1
49294,49295,4642438,55,13,1,2,0,19,146,25,13,14,1
49301,49302,8419826,31,0,1,2,0,26,240,28,0,14,1
49303,49304,3734522,47,1,1,2,0,46,132,2,1,10,1
49307,49308,2018913,68,7,1,2,1,50,82,13,7,13,1
49308,49309,9073203,71,13,1,2,0,2,285,23,9,10,1
49322,49323,8030284,65,6,1,2,0,10,101,25,6,12,1
49351,49352,6794531,68,20,1,2,0,28,308,6,14,10,1
49354,49355,972554,54,13,1,2,1,12,32,28,13,12,1
49361,49362,7429005,69,2,0,2,0,13,97,6,2,13,1
49366,49367,215207,32,7,0,2,0,30,273,13,7,13,1
49383,49384,9211842,61,16,1,2,0,13,41,2,11,11,1
49387,49388,8057748,46,6,1,2,1,26,243,6,4,11,1
49388,49389,2442625,67,9,0,2,1,24,109,0,7,12,1
49408,49409,248099,56,9,1,2,0,38,283,6,7,12,1
49411,49412,800194,33,5,1,2,0,19,76,2,5,13,1
49430,49431,2157311,78,14,1,2,0,8,277,7,6,12,1
49447,49448,422892,59,7,1,2,1,6,262,14,7,10,1
49449,49450,7098273,67,10,1,2,0,7,90,0,3,12,1
49453,49454,9455042,33,20,1,2,0,39,62,10,10,12,1
49467,49468,8745080,55,18,1,2,1,31,91,22,4,13,1
49483,49484,9789626,21,20,1,2,0,20,137,2,4,13,1
49488,49489,6064204,62,14,0,2,0,30,290,14,10,10,1
49506,49507,9253093,54,2,1,2,1,42,75,2,2,12,1
49521,49522,7715562,55,6,0,2,0,18,141,6,6,10,1
49528,49529,1538951,73,9,1,2,1,26,223,7,9,10,1
49537,49538,1551042,70,18,1,2,0,35,27,25,13,13,1
49541,49542,9328308,53,4,1,2,0,6,8,12,4,13,1
49560,49561,7794515,51,2,1,2,0,50,146,25,2,11,1
49565,49566,3152333,61,11,1,0,1,0,53,13,7,14,1
49571,49572,4559022,63,5,1,2,1,46,302,20,5,11,1
49574,49575,1714140,27,10,1,2,1,39,121,28,10,10,1
49576,49577,2167931,58,13,0,2,0,42,91,22,9,11,1
49582,49583,6381899,68,7,1,2,1,23,27,25,4,13,1
49589,49590,532746,78,18,0,2,1,36,116,27,10,12,1
49592,49593,902071,63,4,1,2,0,20,140,1,4,12,1
49595,49596,428758,47,0,1,2,1,25,72,0,0,11,1
49596,49597,9083499,77,19,1,2,0,40,305,14,13,10,1
49605,49606,2357771,59,1,1,2,1,3,166,12,1,12,1
49611,49612,1500447,75,13,0,2,0,4,136,25,13,12,1
49616,49617,2215191,76,10,1,2,0,37,313,0,10,11,1
49619,49620,8036025,23,8,1,2,0,15,267,8,4,14,1
49625,49626,9270608,79,14,1,2,0,1,145,28,4,12,1
49627,49628,1509614,25,0,0,2,1,24,312,0,0,13,1
49633,49634,9314999,51,20,0,2,0,2,234,0,7,10,1
49647,49648,6810655,30,11,1,2,0,35,89,28,10,12,1
49650,49651,4574793,32,20,1,2,0,42,50,13,6,11,1
49651,49652,5823407,68,8,1,2,0,1,121,28,8,14,1
49652,49653,8143512,31,7,1,2,0,23,293,22,6,14,1
49653,49654,5827839,43,1,1,2,0,13,124,14,1,10,1
49655,49656,9032196,68,11,1,2,1,44,276,14,11,13,1
49656,49657,6996011,76,13,1,2,0,32,67,3,13,14,1
49674,49675,7253442,24,17,1,2,0,20,250,17,8,10,1
49679,49680,5713579,53,14,1,2,0,0,276,14,10,11,1
49681,49682,8854489,36,18,1,2,0,17,226,14,13,14,1
49685,49686,2397672,70,6,1,2,0,27,292,12,6,11,1
49694,49695,420777,41,1,1,2,0,39,76,2,1,11,1
49711,49712,4248868,79,11,1,2,0,19,61,4,11,13,1
49715,49716,6250439,65,14,1,2,1,43,84,0,10,14,1
49720,49721,5294978,42,17,1,2,0,23,281,9,8,11,1
49723,49724,1818095,30,1,0,2,0,27,18,25,1,11,1
49745,49746,826478,33,15,1,2,0,19,174,19,13,11,1
49758,49759,4389360,42,20,1,2,1,41,127,13,11,10,1
49766,49767,7714522,37,0,1,2,1,45,263,13,0,10,1
49767,49768,2204102,22,17,1,2,0,2,153,0,7,12,1
49773,49774,3711494,63,6,1,2,1,41,180,28,6,14,1
49775,49776,9187149,79,1,1,2,1,7,203,1,1,13,1
49776,49777,5072054,56,5,1,2,0,44,169,22,5,14,1
49781,49782,2301024,51,11,1,2,1,23,116,27,7,11,1
49785,49786,4627494,55,14,1,2,0,25,5,16,7,11,1
49795,49796,1742621,75,17,0,2,1,14,169,22,3,12,1
49798,49799,3006135,59,18,1,2,0,7,276,14,6,10,1
49800,49801,6329094,26,17,1,2,0,3,294,12,12,11,1
49804,49805,6894008,66,3,0,2,0,10,5,16,3,12,1
49817,49818,8596569,69,0,1,2,0,6,312,0,0,13,1
49818,49819,2607516,76,5,1,2,1,1,207,14,5,11,1
49820,49821,831067,48,2,0,2,0,16,250,17,2,11,1
49821,49822,8746011,61,13,1,2,1,4,44,20,11,10,1
49826,49827,7716276,50,16,1,2,0,3,55,14,13,12,1
49827,49828,9427951,24,11,1,2,0,40,245,23,8,12,1
49829,49830,9052853,52,15,1,2,1,41,43,5,12,11,1
49833,49834,1923707,40,16,1,2,0,17,38,11,4,12,1
49834,49835,6073350,68,5,1,2,0,28,236,14,5,14,1
49839,49840,3315306,66,14,1,2,1,38,71,28,3,11,1
49840,49841,1591082,66,3,1,2,0,38,208,0,3,11,1
49842,49843,1780484,24,10,1,2,0,43,109,0,5,13,1
49843,49844,8151369,67,11,1,2,0,29,73,22,6,12,1
49847,49848,3876672,55,12,1,2,0,21,245,23,11,12,1
49851,49852,6380792,51,12,1,2,0,32,149,23,12,13,1
49854,49855,3758841,76,8,1,2,0,5,127,13,8,13,1
49855,49856,1514602,71,6,1,2,0,12,239,11,6,13,1
49862,49863,5613340,59,17,1,2,0,47,265,28,14,11,1
49863,49864,7146402,23,20,1,2,0,33,125,15,4,14,1
49871,49872,7442529,57,6,1,2,1,8,256,2,5,10,1
49878,49879,8605005,31,20,1,2,0,36,201,11,5,14,1
49885,49886,3142984,22,13,1,2,0,8,116,27,10,12,1
49894,49895,9678663,46,0,1,2,0,45,142,0,0,12,1
49896,49897,6641682,42,0,1,2,0,29,305,14,0,10,1
49898,49899,1661569,32,12,1,2,0,36,154,23,5,13,1
49899,49900,2909502,27,18,1,2,0,37,263,13,4,11,1
49902,49903,1960045,62,5,1,2,0,44,235,22,5,13,1
49905,49906,9645128,26,2,1,2,0,4,153,0,2,11,1
49913,49914,6107468,21,16,1,2,0,42,202,6,13,14,1
49920,49921,424512,60,16,1,2,0,18,53,13,5,11,1
49927,49928,5663883,37,4,1,2,0,4,6,20,4,11,1
49932,49933,2926190,71,0,1,2,0,37,29,28,0,14,1
49940,49941,7310061,37,10,1,2,0,50,68,14,6,11,1
49942,49943,9299383,56,15,1,2,0,33,266,25,8,12,1
49945,49946,9807280,37,0,1,2,0,1,206,28,0,13,1
49946,49947,3648949,65,6,1,2,1,4,262,14,6,11,1
49960,49961,2564409,29,13,1,2,1,14,77,11,7,12,1
49962,49963,8026974,23,20,1,2,1,11,69,2,11,12,1
49964,49965,3205080,47,10,1,2,0,6,158,5,10,13,1
49968,49969,4536448,43,18,1,0,0,25,46,6,6,14,1
49970,49971,9768901,74,15,0,2,0,12,105,0,3,11,1
49973,49974,7037934,53,17,0,2,0,41,32,28,7,12,1
49976,49977,4727668,62,20,1,2,1,19,155,13,7,10,1
49991,49992,4128579,52,15,0,2,0,47,191,23,13,13,1
49997,49998,2803101,25,10,1,2,0,37,270,20,10,14,1
50003,50004,8702383,76,20,1,2,0,46,179,23,3,12,1
50007,50008,911309,69,12,1,2,0,25,207,14,9,13,1
50008,50009,2282442,47,4,1,2,1,36,241,4,4,13,1
50012,50013,3338595,23,15,1,2,0,10,289,1,4,10,1
50022,50023,7058931,40,10,1,2,0,31,14,14,10,13,1
50025,50026,7710784,61,19,1,2,1,27,250,17,3,10,1
50027,50028,156145,69,7,1,2,1,50,114,28,7,13,1
50029,50030,5131419,26,2,1,2,0,10,309,25,2,10,1
50030,50031,9766082,28,9,1,2,0,3,89,28,3,14,1
50031,50032,7503751,27,17,1,2,0,44,0,0,8,14,1
50036,50037,9434255,52,12,1,2,0,6,313,0,12,12,1
50047,50048,9578850,57,13,1,2,0,34,16,14,11,11,1
50052,50053,1678997,47,20,1,2,0,10,306,28,12,13,1
50060,50061,7761009,38,3,1,2,0,33,164,4,3,12,1
50064,50065,5671193,30,20,1,2,0,46,27,25,11,14,1
50074,50075,4772948,46,17,1,2,0,0,199,25,11,14,1
50076,50077,8925245,63,0,1,2,0,18,166,12,0,10,1
50083,50084,5604484,51,14,1,2,0,26,270,20,4,13,1
50089,50090,3430788,63,3,1,2,0,17,56,11,3,10,1
50092,50093,3533484,47,6,1,2,0,50,39,28,6,12,1
50095,50096,279241,41,0,1,2,1,37,292,12,0,14,1
50097,50098,630763,36,17,0,2,0,28,115,25,13,13,1
50100,50101,4828749,28,15,1,2,0,31,242,0,5,11,1
50101,50102,660630,70,1,1,2,1,7,236,14,1,10,1
50102,50103,554517,21,7,1,2,0,26,289,1,5,13,1
50103,50104,5022180,57,2,1,2,0,31,84,0,2,11,1
50106,50107,7600998,66,8,1,2,1,9,295,1,8,13,1
50107,50108,9451139,22,17,1,2,0,40,303,11,14,14,1
50132,50133,2421681,33,8,1,2,1,49,170,0,4,13,1
50134,50135,9470213,41,5,1,0,1,50,56,11,5,13,1
50144,50145,7210569,54,17,1,2,0,21,5,16,10,11,1
50148,50149,2568258,67,5,1,2,1,35,221,20,5,11,1
50151,50152,7957694,22,0,1,2,1,13,249,13,0,14,1
50152,50153,3048347,36,17,1,2,0,0,45,28,14,13,1
50156,50157,9464294,42,9,1,2,0,13,251,13,5,10,1
50159,50160,553772,38,19,1,2,1,14,174,19,9,14,1
50162,50163,140516,29,19,1,2,0,39,311,22,14,10,1
50164,50165,4499377,48,11,1,2,0,43,100,2,11,12,1
50170,50171,603307,46,12,0,2,1,41,63,1,12,10,1
50175,50176,2045156,35,9,1,2,1,24,140,1,9,13,1
50179,50180,8177616,33,9,1,2,0,46,128,20,9,13,1
50203,50204,5180835,22,1,1,2,0,0,33,28,1,10,1
50213,50214,7571977,75,5,1,2,1,11,248,10,5,13,1
50219,50220,9717828,22,13,1,2,1,0,80,5,10,14,1
50220,50221,98356,50,4,1,2,1,39,182,14,4,13,1
50224,50225,9768762,66,1,1,2,0,12,53,13,1,13,1
50226,50227,5294937,53,8,0,2,0,33,37,11,8,12,1
50260,50261,5683509,62,19,1,2,0,42,264,23,4,14,1
50263,50264,3238461,35,16,1,2,0,21,290,14,8,13,1
50266,50267,5522087,58,4,1,2,1,31,69,2,4,13,1
50267,50268,52436,37,19,0,2,1,27,225,7,10,14,1
50274,50275,2280615,74,1,1,0,0,6,314,0,1,14,1
50276,50277,9655703,61,6,0,2,1,23,1,24,6,11,1
50279,50280,978225,72,0,1,2,1,29,257,22,0,13,1
50280,50281,1888040,43,2,0,2,0,35,300,22,2,13,1
50281,50282,3291384,42,4,1,2,0,43,208,0,4,12,1
50285,50286,8818909,41,6,1,2,1,31,48,20,3,13,1
50286,50287,8653449,66,0,1,2,0,9,294,12,0,13,1
50288,50289,3578378,41,9,1,2,1,24,21,0,9,10,1
50290,50291,1932556,56,15,1,2,0,33,210,0,4,13,1
50293,50294,6943697,37,14,1,2,0,3,221,20,3,12,1
50295,50296,5184758,55,7,1,2,0,6,221,20,7,11,1
50297,50298,4399912,29,9,1,2,0,2,217,28,9,10,1
50298,50299,1556371,39,11,1,2,0,40,223,7,8,13,1
50304,50305,8593281,22,19,1,2,0,8,13,7,11,11,1
50308,50309,4276227,31,11,1,2,0,42,148,5,11,13,1
50325,50326,9537662,44,19,1,2,0,39,308,6,14,12,1
50336,50337,7488205,60,9,1,2,0,47,138,25,9,10,1
50338,50339,3640092,65,2,1,2,1,22,101,25,2,12,1
50340,50341,8217682,67,10,1,0,1,14,274,7,10,10,1
50350,50351,9594219,32,3,1,2,0,39,235,22,3,12,1
50353,50354,291209,58,4,1,2,1,0,221,20,4,14,1
50354,50355,5832406,24,4,1,2,1,18,260,14,4,12,1
50356,50357,9218490,63,12,1,2,1,18,303,11,10,13,1
50357,50358,700444,24,0,1,2,0,15,292,12,0,11,1
50358,50359,9700230,55,20,1,2,0,30,205,14,8,13,1
50359,50360,4872825,76,6,1,2,1,25,295,1,6,10,1
50363,50364,1047915,23,4,1,2,1,4,85,14,4,11,1
50366,50367,5625315,69,16,1,2,0,22,126,13,14,14,1
50370,50371,8597260,56,20,1,2,1,41,268,11,6,14,1
50373,50374,7581703,40,9,0,2,0,36,82,13,9,13,1
50379,50380,5924444,33,1,1,2,0,24,33,28,1,12,1
50381,50382,1743237,66,0,1,2,0,11,109,0,0,14,1
50382,50383,116617,62,15,1,2,0,33,47,4,14,11,1
50394,50395,9502583,42,7,1,2,1,48,244,28,7,10,1
50401,50402,7134942,28,20,1,2,1,13,240,28,11,10,1
50406,50407,1100548,49,3,1,2,1,47,283,6,3,10,1
50415,50416,7720372,72,6,1,2,1,37,190,14,6,11,1
50424,50425,7756519,56,4,1,2,0,30,138,25,4,14,1
50428,50429,9345198,49,9,1,2,0,29,6,20,9,11,1
50430,50431,2716181,76,8,1,2,0,45,179,23,8,11,1
50438,50439,779324,45,20,1,2,0,2,281,9,4,10,1
50441,50442,1079145,66,16,1,2,1,21,161,14,9,13,1
50442,50443,208537,33,6,0,2,0,0,313,0,6,12,1
50454,50455,1950787,53,12,0,2,0,47,117,10,7,12,1
50458,50459,2362103,56,2,1,2,0,16,185,25,2,11,1
50460,50461,4514928,28,20,1,2,1,43,54,17,5,11,1
50497,50498,974748,42,6,1,2,0,6,205,14,6,11,1
50507,50508,7757778,78,17,1,2,0,22,298,0,12,12,1
50511,50512,6683083,69,1,0,2,0,40,237,2,1,12,1
50515,50516,1038909,58,19,1,2,1,11,104,25,4,11,1
50520,50521,151700,33,20,1,2,0,39,228,19,6,13,1
50524,50525,1067890,41,14,1,2,1,0,258,17,3,12,1
50534,50535,8236810,40,0,1,2,1,24,205,14,0,12,1
50544,50545,7530512,65,12,1,2,0,34,255,25,10,12,1
50551,50552,1950853,54,6,1,2,0,0,285,23,6,14,1
50553,50554,5792043,71,6,1,0,1,27,225,7,6,11,1
50555,50556,2297128,30,6,1,2,1,13,76,2,6,13,1
50557,50558,3802714,71,16,1,2,0,43,176,0,8,13,1
50565,50566,4977653,54,17,1,2,1,47,56,11,13,11,1
50570,50571,335003,75,11,1,0,0,20,131,14,11,13,1
50579,50580,4816071,63,17,1,2,0,33,176,0,13,14,1
50581,50582,2361934,78,0,0,2,1,0,220,18,0,12,1
50583,50584,3672369,60,12,1,2,0,14,117,10,6,12,1
50591,50592,1336270,66,19,1,2,0,9,27,25,8,12,1
50592,50593,6525200,55,11,1,2,1,3,148,5,6,14,1
50605,50606,9803522,55,14,1,2,0,38,107,13,14,11,1
50607,50608,7770680,38,10,1,2,0,41,15,22,10,12,1
50622,50623,2229331,79,6,1,2,1,36,57,28,6,11,1
50625,50626,4041403,47,19,1,2,1,49,179,23,13,14,1
50630,50631,718057,59,19,1,2,0,23,111,1,4,11,1
50631,50632,8053436,42,8,1,2,0,8,201,11,8,11,1
50633,50634,228131,30,5,1,2,0,48,143,0,5,12,1
50634,50635,600473,24,11,1,2,0,1,93,7,6,14,1
50642,50643,4806237,79,10,0,2,0,48,10,26,4,11,1
50646,50647,973794,69,16,1,2,1,26,241,4,8,14,1
50650,50651,5465804,32,10,1,2,1,2,248,10,6,12,1
50652,50653,6913078,38,14,0,2,0,5,274,7,3,14,1
50654,50655,7908473,66,0,1,2,0,48,306,28,0,10,1
50666,50667,4305317,75,6,1,2,0,45,259,25,6,12,1
50674,50675,3038020,30,15,1,2,1,24,55,14,4,10,1
50676,50677,75855,33,17,1,2,0,49,203,1,12,11,1
50678,50679,3130971,43,16,1,2,1,5,70,22,13,11,1
50680,50681,3453372,47,2,1,2,0,23,255,25,2,10,1
50685,50686,448452,22,7,1,2,0,27,50,13,6,13,1
50688,50689,4854861,77,1,0,2,0,18,132,2,1,13,1
50691,50692,5300443,71,8,1,2,1,39,64,25,7,13,1
50692,50693,5994323,55,10,1,2,1,38,289,1,10,10,1
50695,50696,147581,74,18,1,0,0,7,130,14,9,11,1
50704,50705,140981,36,17,1,2,1,15,66,2,9,12,1
50708,50709,289113,40,5,1,2,1,39,61,4,5,12,1
50709,50710,2593784,66,1,1,2,1,35,200,2,1,11,1
50710,50711,6649334,59,12,0,2,0,22,284,6,11,11,1
50718,50719,8909724,71,4,1,2,0,4,279,20,4,11,1
50720,50721,4423589,33,19,1,2,0,7,212,14,8,12,1
50722,50723,1816526,30,13,1,2,1,10,140,1,12,11,1
50731,50732,8215558,43,1,1,2,1,46,87,22,1,13,1
50733,50734,9290267,54,4,1,2,1,36,198,2,4,14,1
50735,50736,4742685,38,2,1,2,1,36,108,0,2,12,1
50739,50740,4778152,42,13,1,2,0,42,298,0,3,12,1
50742,50743,8785845,69,8,1,2,0,10,139,20,6,14,1
50746,50747,3123209,53,16,1,2,1,37,271,1,3,10,1
50755,50756,6642798,65,16,1,2,1,24,298,0,10,10,1
50777,50778,8527776,54,2,1,2,0,30,215,23,2,11,1
50778,50779,8981043,57,8,1,2,1,47,201,11,8,12,1
50780,50781,4012270,39,7,1,2,1,50,117,10,7,10,1
50781,50782,1369446,59,3,1,2,0,38,35,19,3,11,1
50782,50783,8435439,68,1,1,2,0,26,143,0,1,14,1
50783,50784,7186684,55,3,1,2,1,44,112,13,3,12,1
50793,50794,5796023,30,3,1,2,0,16,66,2,3,11,1
50794,50795,7574572,78,5,1,2,0,28,313,0,5,10,1
50797,50798,7644982,24,1,1,2,0,41,93,7,1,11,1
50801,50802,3478374,74,5,1,2,0,29,160,12,5,10,1
50802,50803,8351225,48,5,1,2,1,1,82,13,5,11,1
50803,50804,2421544,46,17,1,2,0,4,195,13,6,13,1
50820,50821,4516990,69,9,1,2,0,30,9,25,9,11,1
50821,50822,7961712,41,10,1,2,0,35,295,1,10,14,1
50822,50823,3685028,32,13,1,2,0,35,177,28,6,11,1
50827,50828,7018599,53,0,1,2,0,46,113,2,0,13,1
50829,50830,5509700,37,0,1,2,0,34,175,0,0,13,1
50834,50835,1045513,40,2,1,0,0,15,123,23,2,14,1
50835,50836,8141088,22,1,1,2,0,25,26,22,1,12,1
50839,50840,8259158,79,14,1,2,0,22,57,28,13,10,1
50840,50841,622010,65,8,1,2,0,15,143,0,8,13,1
50847,50848,3805156,72,4,1,2,0,4,148,5,4,12,1
50850,50851,2837107,70,3,1,2,0,15,278,28,3,11,1
50853,50854,332177,70,20,1,2,0,42,270,20,7,13,1
50868,50869,1929764,45,5,1,2,0,26,96,25,3,12,1
50882,50883,265272,75,20,1,2,0,33,80,5,6,14,1
50884,50885,1923313,71,5,1,2,0,32,222,22,3,10,1
50892,50893,8514407,43,1,1,2,0,46,36,2,1,13,1
50897,50898,6733582,24,3,1,2,0,48,23,28,3,10,1
50898,50899,8424956,57,12,1,2,0,21,142,0,12,10,1
50900,50901,4819023,50,18,0,2,0,29,88,4,12,10,1
50904,50905,4862321,65,16,0,2,1,45,207,14,9,11,1
50905,50906,7919486,36,12,1,2,0,45,293,22,8,12,1
50906,50907,6547688,27,5,1,2,1,3,184,10,4,12,1
50915,50916,1216848,60,9,1,2,0,13,200,2,9,12,1
50919,50920,8236972,21,7,1,2,0,18,198,2,4,13,1
50924,50925,3092529,49,1,1,2,0,22,166,12,1,10,1
50926,50927,555482,32,12,1,2,0,7,104,25,9,11,1
50931,50932,9979065,49,8,1,2,1,10,227,14,8,13,1
50945,50946,2499276,21,0,1,2,0,37,83,10,0,12,1
50949,50950,1085302,69,4,1,2,0,25,224,28,4,10,1
50950,50951,6443274,79,12,1,2,0,7,291,22,9,14,1
50952,50953,9109752,69,16,1,2,1,46,295,1,7,13,1
50955,50956,5314430,32,11,1,2,0,44,31,28,5,12,1
50964,50965,681686,71,18,1,2,0,4,183,11,13,10,1
50968,50969,291391,33,8,1,2,0,47,52,7,6,13,1
50973,50974,9749313,72,17,1,2,1,5,187,10,14,11,1
50979,50980,1692995,46,8,1,2,0,43,25,2,8,14,1
50981,50982,1467935,28,8,0,2,0,5,14,14,8,13,1
50991,50992,998868,44,16,1,2,0,34,115,25,5,13,1
51009,51010,90178,76,9,1,2,0,26,185,25,9,11,1
51015,51016,4977116,25,7,1,2,1,38,53,13,7,10,1
51018,51019,4432896,29,14,1,2,0,10,153,0,13,14,1
51026,51027,4763378,70,6,1,2,1,40,15,22,6,14,1
51038,51039,2974289,22,3,1,2,0,11,238,25,3,13,1
51051,51052,6068842,29,6,1,2,0,48,197,14,6,14,1
51056,51057,7218867,43,16,1,2,0,2,122,11,8,14,1
51067,51068,1872336,28,3,1,2,1,29,263,13,3,12,1
51086,51087,1050149,33,5,1,2,0,8,143,0,5,13,1
51089,51090,229131,76,10,1,2,0,5,124,14,10,13,1
51093,51094,7458144,26,13,1,2,1,47,27,25,7,11,1
51098,51099,4939158,65,12,1,2,0,35,153,0,7,14,1
51100,51101,8021921,73,4,1,2,0,42,135,10,4,10,1
51108,51109,8535775,33,18,1,2,0,48,295,1,5,13,1
51115,51116,1589605,46,13,1,2,0,2,13,7,9,10,1
51116,51117,270761,48,1,1,2,0,22,6,20,1,11,1
51117,51118,2295066,76,12,1,2,0,33,263,13,7,13,1
51123,51124,3264559,29,14,0,2,0,44,57,28,4,10,1
51129,51130,1085710,72,12,1,2,0,31,163,12,9,10,1
51145,51146,3855594,39,10,1,2,1,15,191,23,10,13,1
51146,51147,6101750,64,4,1,2,1,40,54,17,4,11,1
51148,51149,1114427,73,9,1,2,1,12,261,2,9,13,1
51150,51151,8700927,41,0,0,2,0,49,170,0,0,10,1
51152,51153,9750930,31,3,1,2,1,12,104,25,3,10,1
51160,51161,110437,41,8,1,2,0,38,103,28,8,12,1
51167,51168,7665233,79,10,1,2,0,42,91,22,3,12,1
51175,51176,8453618,47,4,1,2,0,15,145,28,4,12,1
51176,51177,4868070,51,17,0,2,0,46,308,6,6,13,1
51178,51179,6588127,76,5,1,2,0,48,52,7,5,10,1
51179,51180,2218088,35,9,1,2,0,30,231,10,5,11,1
51184,51185,6123115,27,16,1,2,0,38,296,22,10,11,1
51186,51187,6010140,75,15,1,2,1,22,129,19,9,10,1
51189,51190,490369,23,7,1,2,1,1,129,19,6,14,1
51196,51197,6814296,37,16,1,2,0,13,122,11,8,11,1
51202,51203,1847709,44,3,1,2,1,41,292,12,3,12,1
51210,51211,1225686,65,9,1,2,0,12,119,11,5,13,1
51213,51214,7055950,79,9,1,2,1,33,32,28,9,12,1
51216,51217,4351817,31,3,0,2,0,28,286,0,3,11,1
51218,51219,5090745,35,5,0,2,0,7,5,16,5,12,1
51220,51221,3115639,35,14,1,2,1,48,107,13,14,10,1
51226,51227,9250350,42,9,1,2,0,8,212,14,4,10,1
51239,51240,4476997,27,15,1,2,0,32,256,2,7,13,1
51245,51246,1171428,45,11,1,2,1,44,1,24,5,11,1
51246,51247,2628971,30,19,1,2,0,15,109,0,7,14,1
51256,51257,1360053,47,9,1,2,0,43,156,28,4,11,1
51257,51258,3231341,47,6,0,2,0,41,160,12,6,14,1
51260,51261,431500,51,10,1,2,1,46,68,14,10,11,1
51262,51263,1363933,45,14,1,2,1,4,137,2,4,10,1
51264,51265,72998,51,16,1,2,0,26,237,2,13,13,1
51269,51270,3078173,59,12,1,2,1,31,227,14,9,10,1
51271,51272,7428357,38,13,1,2,1,14,172,25,9,12,1
51272,51273,7060043,79,17,1,2,0,19,74,17,13,12,1
51278,51279,1612818,79,10,1,2,0,30,277,7,10,11,1
51286,51287,2467224,35,3,1,2,0,25,86,1,3,11,1
51290,51291,8059284,72,1,1,2,1,23,262,14,1,13,1
51291,51292,4783607,67,19,1,2,0,15,121,28,7,13,1
51294,51295,3019045,76,12,1,2,0,17,133,9,11,12,1
51296,51297,3188212,61,14,1,2,0,18,11,20,10,12,1
51299,51300,3290138,36,13,1,2,0,16,137,2,8,12,1
51301,51302,9945173,62,4,1,2,0,47,58,2,4,10,1
