,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
42530,42531,5238649,42,10,1,1,1,19,34,25,4,11,0
42565,42566,1461789,69,13,1,0,0,41,69,2,13,14,0
42571,42572,7770002,25,3,1,1,1,49,13,7,3,13,0
42580,42581,1765870,39,11,1,1,0,22,149,23,11,10,1
42591,42592,7071461,48,10,1,1,0,26,191,23,4,12,0
42602,42603,1106260,39,8,1,1,0,5,241,4,8,10,1
42604,42605,1005797,34,10,1,1,0,44,141,6,10,10,1
42606,42607,4391559,52,6,1,1,0,11,251,13,6,13,0
42623,42624,4292910,70,2,0,1,0,18,54,17,2,14,1
42627,42628,9437993,77,11,1,1,0,13,96,25,11,14,0
42653,42654,7233557,41,13,1,1,0,4,159,2,11,12,0
42662,42663,3604122,49,3,1,0,0,26,41,2,3,10,1
42674,42675,5838703,76,5,1,1,1,40,57,28,5,11,0
42679,42680,1857913,64,16,1,1,1,13,282,5,6,11,0
42686,42687,5088858,51,5,1,0,0,25,44,20,5,12,0
42691,42692,3558638,63,4,1,1,0,44,30,11,4,10,0
42699,42700,2087733,27,3,1,1,0,11,18,25,3,11,0
42711,42712,5938764,62,12,1,1,1,25,270,20,12,14,0
42712,42713,5540740,76,19,1,0,0,36,45,28,7,12,0
42746,42747,8374247,25,20,1,0,0,22,301,11,4,11,0
42754,42755,1464792,65,10,1,1,0,48,107,13,10,12,0
42788,42789,926842,26,10,1,1,0,23,161,14,10,12,1
42806,42807,3972528,38,16,1,0,1,28,196,2,6,12,0
42814,42815,1169439,64,11,1,1,1,17,88,4,4,13,0
42846,42847,4304025,53,7,1,1,1,11,119,11,7,11,0
42857,42858,1928059,63,10,1,1,0,15,293,22,10,12,0
42910,42911,5218820,76,14,1,1,0,11,149,23,12,14,0
42957,42958,6094810,70,17,1,1,0,6,175,0,10,13,0
42963,42964,2158013,21,6,1,1,1,24,291,22,6,10,0
42971,42972,485180,73,15,1,1,1,48,186,25,3,13,0
42972,42973,3082162,34,18,1,0,0,37,268,11,3,10,0
42975,42976,2366869,27,7,0,0,1,0,176,0,7,10,0
43029,43030,9734841,78,12,1,1,0,4,224,28,4,14,0
43040,43041,8997552,58,8,1,0,0,11,137,2,5,11,0
43066,43067,6394243,39,13,1,1,0,3,308,6,13,13,0
43076,43077,2302129,25,0,1,1,0,1,141,6,0,13,0
43098,43099,315321,68,3,1,1,0,6,24,14,3,13,0
43104,43105,990478,26,15,1,0,0,26,4,14,5,13,0
43107,43108,9078449,79,10,1,1,1,18,75,2,8,10,0
43154,43155,6944134,59,5,1,1,0,27,106,11,5,11,0
43175,43176,4260004,27,5,1,0,0,38,254,13,5,13,0
43183,43184,8171432,69,8,1,1,1,21,9,25,6,10,0
43186,43187,6555332,56,20,1,1,0,32,206,28,4,10,0
43194,43195,6178223,46,19,1,1,1,2,146,25,11,13,0
43212,43213,6227811,60,14,1,1,0,20,274,7,12,12,0
43214,43215,6115704,57,17,1,1,0,20,81,10,12,14,1
43297,43298,2942291,50,11,1,1,0,23,307,25,4,11,0
43299,43300,6694786,69,17,1,0,0,46,191,23,11,11,1
43301,43302,470555,50,10,1,1,0,42,168,28,3,14,0
43318,43319,8645202,65,9,1,1,0,48,184,10,9,13,0
43319,43320,4945087,50,16,1,1,0,7,130,14,14,10,0
43341,43342,4334503,22,6,1,1,0,18,249,13,6,14,0
43349,43350,2433481,48,0,1,0,1,6,88,4,0,14,0
43385,43386,6220011,57,19,1,1,0,21,231,10,14,14,0
43389,43390,7583437,74,13,1,1,1,50,92,25,9,13,0
43402,43403,9043312,71,10,1,1,0,37,230,19,3,14,0
43411,43412,2183371,23,20,1,1,0,38,138,25,3,13,0
43428,43429,5697835,55,14,1,1,0,18,180,28,6,14,0
43431,43432,5419964,40,4,1,1,1,14,293,22,4,13,0
43440,43441,6787542,22,0,1,0,0,28,231,10,0,12,1
43454,43455,1680177,33,18,1,1,0,29,277,7,6,11,0
43457,43458,6518572,76,17,1,1,1,49,256,2,14,12,0
43466,43467,4356905,62,2,1,0,1,41,188,25,2,13,0
43472,43473,2132506,79,11,1,1,0,23,224,28,11,13,0
43498,43499,780090,55,9,1,0,0,46,104,25,9,14,1
43502,43503,5817501,61,2,1,0,0,28,99,21,2,10,0
43507,43508,2703840,48,17,1,0,0,14,78,27,5,14,0
43522,43523,2341206,68,11,1,1,0,46,126,13,11,12,0
43533,43534,4273001,62,14,1,0,1,39,76,2,14,14,1
43535,43536,5808564,65,16,0,0,0,22,6,20,14,10,0
43543,43544,1850597,55,12,1,0,0,15,208,0,12,10,0
43579,43580,7894460,25,5,1,1,0,42,175,0,5,10,0
43591,43592,7591621,41,6,1,1,0,4,136,25,3,14,1
43608,43609,4149976,35,15,0,1,0,19,174,19,10,12,1
43618,43619,2717090,71,2,1,0,1,45,166,12,2,10,0
43631,43632,3330944,52,7,1,0,0,6,291,22,7,10,0
43639,43640,414060,64,16,1,0,0,23,142,0,14,11,0
43652,43653,7533473,70,12,1,0,1,43,15,22,4,14,0
43657,43658,8163990,40,6,1,0,1,5,20,0,6,11,0
43668,43669,16045,56,5,1,0,0,48,290,14,5,10,0
43693,43694,6128207,43,5,1,1,0,44,159,2,5,14,0
43708,43709,4510519,73,3,1,1,1,32,178,22,3,10,1
43713,43714,129457,74,2,1,1,1,0,99,21,2,10,0
43725,43726,8600643,48,17,1,1,0,46,76,2,6,13,0
43727,43728,4449069,36,17,1,1,1,32,261,2,7,11,0
43739,43740,150879,77,0,1,0,1,30,247,25,0,12,0
43744,43745,6471065,68,10,1,1,1,28,91,22,5,14,0
43756,43757,8097242,43,1,1,1,1,22,23,28,1,10,0
43760,43761,6129612,42,13,1,1,0,34,12,0,6,12,0
43764,43765,9768431,72,4,1,1,1,21,115,25,4,14,0
43774,43775,2376301,49,17,1,1,0,26,189,6,4,13,0
43779,43780,4886627,30,0,1,1,1,7,139,20,0,11,0
43782,43783,7145203,44,6,1,1,1,29,145,28,3,14,0
43791,43792,3283513,25,17,0,1,0,2,269,13,4,13,0
43825,43826,6029688,76,16,1,1,1,14,126,13,14,13,0
43851,43852,3069692,47,19,1,0,0,43,282,5,5,11,0
43867,43868,7910818,25,14,1,1,0,27,187,10,10,10,0
43876,43877,5532605,23,19,1,1,0,44,31,28,6,14,0
43882,43883,7109627,74,20,1,0,1,39,199,25,14,14,0
43905,43906,8136993,21,16,1,1,0,4,246,10,3,11,0
43921,43922,2873313,29,17,1,0,0,9,174,19,7,13,0
43939,43940,9809512,61,5,1,1,1,29,4,14,5,11,0
43941,43942,3239090,68,17,1,1,0,12,16,14,13,11,0
43944,43945,224204,51,9,1,0,0,13,185,25,8,10,0
43954,43955,1411158,42,11,1,1,1,10,119,11,6,13,0
43958,43959,2174359,60,18,1,1,1,23,241,4,11,10,0
43963,43964,6991135,31,16,1,0,1,22,189,6,11,11,0
43987,43988,6268431,43,6,1,1,1,48,127,13,3,10,0
43988,43989,6165156,28,7,0,1,0,8,94,25,7,13,0
44004,44005,1223133,68,6,1,0,0,7,167,12,6,10,0
44008,44009,8371842,66,15,1,1,0,12,129,19,4,11,1
44037,44038,3191887,76,3,1,1,1,40,145,28,3,14,0
44051,44052,7198404,29,19,1,1,1,27,228,19,6,14,0
44053,44054,4356797,57,4,1,1,0,2,121,28,4,12,0
44074,44075,4486618,31,6,1,0,1,38,316,7,6,10,0
44093,44094,1440568,71,0,1,0,1,45,206,28,0,12,0
44102,44103,4879862,75,2,1,1,0,14,273,13,2,12,0
44110,44111,8448595,32,13,1,1,0,23,263,13,3,13,0
44113,44114,6907195,55,5,1,1,0,38,84,0,3,10,0
44115,44116,9464966,67,14,1,0,1,44,299,22,14,10,0
44119,44120,8367934,39,0,0,0,0,12,225,7,0,12,0
44124,44125,4968665,72,11,1,1,1,17,90,0,3,13,0
44145,44146,4724398,78,6,1,1,0,44,37,11,3,11,0
44160,44161,1783274,34,8,1,1,0,46,57,28,7,12,1
44187,44188,8398435,50,9,1,0,1,20,313,0,8,10,0
44201,44202,3670961,63,12,1,1,0,40,295,1,3,11,0
44221,44222,9953142,51,6,1,0,0,41,240,28,6,14,0
44239,44240,3468270,68,12,1,0,1,16,253,17,6,14,0
44240,44241,5354814,29,20,1,1,1,29,292,12,14,14,0
44246,44247,9506126,30,12,1,1,0,20,186,25,12,13,0
44286,44287,6309142,35,0,1,0,0,41,5,16,0,14,0
44292,44293,2206541,52,10,1,1,0,30,264,23,10,10,1
44351,44352,9047999,50,1,1,0,0,46,262,14,1,14,0
44357,44358,3685843,77,15,1,0,0,13,34,25,8,13,0
44359,44360,6395936,66,11,1,1,0,12,98,6,11,14,0
44370,44371,4295071,42,12,1,0,0,9,83,10,5,10,0
44391,44392,3333641,42,6,1,0,1,0,19,6,6,10,0
44399,44400,2040616,65,7,1,0,0,41,31,28,4,10,0
44403,44404,4167093,77,18,1,1,0,7,94,25,13,12,0
44432,44433,8476529,41,14,1,1,0,41,46,6,4,10,1
44473,44474,6868153,27,5,0,1,1,49,297,22,5,12,0
44513,44514,1623907,44,14,1,0,0,17,263,13,14,11,0
44539,44540,3006454,24,11,1,0,0,12,307,25,11,11,0
44549,44550,59539,51,3,0,0,0,6,177,28,3,12,0
44565,44566,4542920,64,11,1,1,1,37,201,11,11,14,0
44577,44578,6296539,30,19,1,1,0,40,144,14,3,10,0
44591,44592,4341353,78,6,1,0,1,36,316,7,6,10,0
44595,44596,1529495,53,6,1,1,1,34,253,17,6,14,0
44596,44597,6486411,48,10,1,0,0,2,59,11,10,11,0
44598,44599,3768361,75,9,1,1,1,25,128,20,6,13,0
44606,44607,9777389,29,9,1,1,0,12,156,28,9,14,0
44607,44608,6725891,25,11,1,1,0,27,13,7,11,14,0
44609,44610,6189149,30,0,1,0,0,31,294,12,0,14,0
44616,44617,4539410,35,5,1,1,0,43,227,14,5,12,0
44624,44625,9812254,35,15,1,0,0,32,140,1,8,11,0
44641,44642,132711,75,16,1,0,0,37,109,0,3,11,0
44682,44683,8196418,61,15,1,1,1,30,244,28,5,12,0
44694,44695,3926552,21,4,1,1,0,17,211,14,4,12,0
44700,44701,7138986,38,17,1,1,1,6,65,13,14,13,0
44714,44715,9470213,41,5,1,0,1,50,56,11,5,13,0
44735,44736,260970,59,2,1,1,0,22,123,23,2,13,0
44765,44766,9840980,67,20,0,0,0,22,206,28,10,11,0
44770,44771,9776434,48,11,1,0,0,14,235,22,3,13,0
44778,44779,6263490,64,19,1,1,1,33,114,28,10,10,0
44841,44842,4205118,43,12,1,1,0,29,224,28,4,14,0
44853,44854,7073640,79,6,1,1,1,8,79,2,6,10,0
44856,44857,2280615,74,1,1,0,0,6,314,0,1,14,0
44879,44880,9337934,67,16,1,0,0,45,85,14,4,13,0
44883,44884,8353567,55,14,1,1,0,23,311,22,3,12,0
44891,44892,191452,53,1,1,1,1,43,295,1,1,12,0
44897,44898,5413550,53,18,1,1,1,5,141,6,12,12,0
44912,44913,7100378,60,18,1,1,0,10,226,14,11,11,0
44921,44922,8217682,67,10,1,0,1,14,274,7,10,10,1
44952,44953,9165973,37,14,1,0,1,16,22,2,11,11,0
44971,44972,1318865,73,5,1,1,0,17,151,2,5,13,0
44996,44997,9665324,57,11,1,1,0,15,78,27,7,14,0
45000,45001,5798034,28,19,1,0,0,43,196,2,3,12,0
45027,45028,1026262,79,12,0,1,1,37,102,10,12,10,0
45028,45029,9544863,61,20,1,1,0,2,1,24,14,14,0
45056,45057,549784,63,4,1,1,1,5,217,28,4,13,0
45057,45058,738257,27,3,1,0,0,50,272,28,3,10,0
45062,45063,3766437,24,11,0,0,0,12,209,5,10,10,0
45069,45070,1705824,27,15,1,1,0,27,21,0,13,10,0
45070,45071,3198849,74,3,1,1,0,41,139,20,3,10,0
45074,45075,6051217,48,20,1,1,0,1,234,0,7,12,0
45087,45088,1871303,62,16,1,1,0,28,265,28,6,12,0
45088,45089,7713626,47,0,1,0,1,18,270,20,0,12,0
45115,45116,4489952,66,5,1,1,0,22,275,2,5,11,0
45129,45130,5792043,71,6,1,0,1,27,225,7,6,11,0
45136,45137,6236454,22,16,1,1,1,2,74,17,11,10,0
45145,45146,335003,75,11,1,0,0,20,131,14,11,13,1
45146,45147,5544342,73,4,1,1,0,33,101,25,4,12,0
45178,45179,1053988,73,6,1,1,0,43,211,14,6,13,1
45194,45195,6798686,31,9,1,1,0,16,123,23,9,10,1
45245,45246,9842635,60,7,0,1,1,39,181,28,7,11,0
45260,45261,8934196,51,18,1,1,0,9,169,22,3,10,0
45271,45272,147581,74,18,1,0,0,7,130,14,9,11,1
45272,45273,4343535,26,15,0,0,0,28,17,19,11,14,0
45273,45274,2573344,70,10,1,0,0,12,37,11,9,14,0
45274,45275,4971595,54,8,1,1,0,16,205,14,8,13,0
45275,45276,2136279,37,17,1,0,0,16,181,28,5,10,0
45280,45281,6244146,71,2,1,1,0,5,239,11,2,12,0
45282,45283,1759925,47,18,1,1,0,12,152,13,7,14,0
45290,45291,9623591,49,8,1,1,0,4,273,13,8,14,0
45299,45300,9417795,46,8,1,1,0,49,7,14,8,11,0
45301,45302,2570783,55,0,1,1,0,26,217,28,0,11,0
45309,45310,4590909,27,14,1,1,0,0,38,11,8,14,0
45311,45312,8593318,75,20,1,1,0,42,134,6,7,13,1
45314,45315,1771499,25,15,1,0,0,29,34,25,14,14,0
45338,45339,1934502,27,18,1,0,0,46,245,23,5,14,0
45341,45342,4445518,34,16,0,1,0,46,170,0,8,12,0
45361,45362,2147176,45,5,1,1,0,30,214,5,5,14,1
45363,45364,3306272,60,3,1,1,0,38,277,7,3,13,0
45383,45384,7059372,43,4,0,1,0,32,309,25,4,13,1
45384,45385,6449400,33,18,1,0,0,29,38,11,10,10,0
45390,45391,3450249,67,6,1,0,0,50,141,6,6,13,0
45407,45408,968346,54,7,1,0,0,1,75,2,7,10,0
45410,45411,1045513,40,2,1,0,0,15,123,23,2,14,1
45420,45421,1811742,54,17,1,1,0,5,118,0,3,14,0
45434,45435,4122315,31,14,1,1,1,33,283,6,10,11,0
45441,45442,9961539,41,8,1,1,1,26,259,25,8,10,1
45506,45507,1050363,39,5,1,1,0,9,213,0,5,11,0
45532,45533,7651121,64,13,1,1,0,27,205,14,6,13,0
45534,45535,5626739,33,3,1,1,0,3,181,28,3,12,0
45539,45540,5682236,32,14,1,1,1,13,135,10,6,11,0
45563,45564,882249,36,14,1,1,0,16,230,19,12,13,1
45566,45567,5017077,60,7,1,0,0,43,151,2,7,13,0
45575,45576,3509965,32,9,1,1,0,36,29,28,3,12,0
45580,45581,7018326,33,20,1,0,1,34,311,22,4,11,0
45591,45592,7123769,47,15,1,1,0,13,23,28,9,12,0
45616,45617,7203886,40,14,1,1,1,48,37,11,13,10,1
45621,45622,6329731,45,9,1,0,0,18,48,20,9,13,0
45628,45629,2165988,58,14,1,1,0,44,268,11,6,13,0
45635,45636,4807368,45,13,1,1,1,31,104,25,5,11,0
45654,45655,4749978,65,6,1,1,0,49,242,0,4,11,0
45670,45671,5003310,25,1,0,1,0,32,77,11,1,13,0
45687,45688,5279919,38,19,1,1,0,23,169,22,3,10,0
45706,45707,5543454,21,19,1,0,0,18,102,10,13,11,0
45707,45708,4380624,48,12,1,1,0,28,29,28,12,12,0
45722,45723,7517800,76,12,1,1,1,9,76,2,12,11,0
45732,45733,9872943,78,16,1,1,0,41,310,14,14,13,1
45753,45754,6144152,72,18,1,1,0,43,74,17,13,12,0
45776,45777,1092385,55,4,1,1,0,0,257,22,4,12,0
45789,45790,5683730,47,8,1,0,0,46,313,0,7,14,0
45799,45800,692845,73,12,1,1,1,44,51,14,5,10,0
45810,45811,4813006,52,16,1,1,1,7,215,23,4,11,0
45832,45833,2442525,54,18,1,0,0,49,257,22,4,14,0
45834,45835,4613553,27,13,1,1,0,10,201,11,13,10,0
45863,45864,271512,54,5,1,1,1,17,313,0,5,14,0
45864,45865,3959539,38,0,1,0,0,34,286,0,0,14,0
45867,45868,2386962,43,1,1,1,0,45,153,0,1,14,0
45879,45880,9971347,77,19,1,1,1,33,194,6,4,14,0
45890,45891,353654,44,18,1,1,0,32,307,25,9,10,0
45892,45893,8553255,53,12,1,0,0,10,29,28,12,10,0
45912,45913,7686186,69,15,1,1,1,0,51,14,4,13,0
45923,45924,2307941,32,18,1,0,0,17,89,28,13,10,0
45938,45939,2389351,62,5,1,0,0,1,243,6,5,14,0
45964,45965,6384060,26,14,1,1,0,48,132,2,5,11,0
45967,45968,7373046,79,18,1,0,0,34,42,2,9,10,0
45970,45971,2831745,51,16,1,1,0,47,313,0,8,13,1
45979,45980,5533812,61,13,1,1,1,7,238,25,10,11,0
45988,45989,8284308,51,3,1,1,0,50,210,0,3,12,0
46023,46024,1925567,75,20,1,1,1,9,9,25,12,14,0
46024,46025,3391314,27,1,1,1,0,26,171,14,1,10,0
46037,46038,2213998,78,11,1,1,0,38,143,0,11,14,1
46051,46052,7596972,23,4,1,0,1,1,215,23,4,12,0
46065,46066,3512152,35,3,1,0,1,45,204,22,3,13,1
46071,46072,5384499,44,2,0,1,1,31,285,23,2,13,0
46082,46083,2774442,24,11,0,0,0,33,148,5,11,14,0
46091,46092,2143718,25,0,1,0,1,19,166,12,0,10,1
46120,46121,2859480,30,14,1,1,0,48,279,20,10,12,1
46141,46142,6487755,78,12,0,1,0,15,101,25,6,11,0
46147,46148,7741893,32,9,1,1,1,13,139,20,9,12,0
46180,46181,915146,50,4,1,1,0,14,97,6,4,13,1
46181,46182,5618577,52,8,1,1,0,5,162,28,4,13,1
46184,46185,9840303,24,4,1,1,0,5,105,0,4,11,0
46194,46195,2806082,76,10,1,1,0,3,119,11,10,14,0
46195,46196,2860021,23,17,1,0,0,6,138,25,11,13,0
46209,46210,5356329,48,18,1,0,0,38,186,25,10,13,0
46217,46218,1638680,27,11,1,0,0,44,256,2,10,12,0
46224,46225,8822942,65,13,1,1,0,47,215,23,8,12,0
46229,46230,3054126,65,19,1,1,1,37,27,25,11,14,0
46237,46238,2711008,50,1,1,0,0,13,200,2,1,12,0
46241,46242,6034467,33,7,1,1,0,32,209,5,3,11,0
46246,46247,357702,76,6,1,1,0,35,276,14,3,13,1
46262,46263,4181786,51,12,1,0,1,44,164,4,4,13,0
46266,46267,9760129,44,12,1,0,0,9,10,26,11,10,0
46277,46278,9731801,72,3,1,1,0,26,3,6,3,12,1
46285,46286,6536145,39,0,1,1,0,19,282,5,0,11,0
46312,46313,7247143,55,2,1,0,1,33,218,0,2,11,0
46321,46322,4792051,42,18,1,1,0,22,94,25,14,13,0
46344,46345,4812262,62,3,1,1,0,30,149,23,3,13,0
46356,46357,1296942,26,13,0,0,0,9,189,6,5,11,0
46358,46359,1294095,47,9,1,1,0,45,113,2,8,14,0
46367,46368,4493857,68,3,1,0,0,3,251,13,3,13,0
46408,46409,3727264,30,15,1,1,0,10,158,5,10,10,0
46410,46411,3603703,75,2,1,1,0,26,115,25,2,12,0
46414,46415,5253114,50,7,1,1,0,14,306,28,7,11,0
46423,46424,4631758,63,1,1,1,0,46,102,10,1,11,0
46439,46440,6963857,24,11,1,0,1,14,121,28,7,10,0
46473,46474,3835205,45,11,1,0,0,34,218,0,5,12,0
46485,46486,283812,77,20,1,1,0,26,305,14,10,10,0
46491,46492,7320325,42,3,1,1,0,12,88,4,3,13,0
46493,46494,1200485,63,16,1,1,0,29,110,7,4,14,0
46513,46514,985060,71,10,1,1,1,23,81,10,8,13,0
46554,46555,3026361,37,18,1,1,1,50,256,2,13,10,0
46566,46567,9287205,68,9,1,0,0,10,192,25,8,11,0
46576,46577,5003285,54,9,1,1,0,50,195,13,9,11,0
46589,46590,8111049,71,2,1,1,0,2,202,6,2,14,0
46593,46594,7966142,41,2,1,0,0,5,67,3,2,13,0
46594,46595,5497030,35,19,1,1,0,36,283,6,11,10,0
46599,46600,1349987,37,13,1,1,0,3,79,2,8,11,1
46606,46607,9514759,34,15,1,1,1,30,313,0,4,12,0
46609,46610,3479282,31,14,1,1,0,33,66,2,12,12,0
46621,46622,9017624,70,19,1,0,0,23,301,11,6,14,0
46628,46629,6168755,78,19,1,1,0,28,251,13,11,10,0
46629,46630,3411984,31,12,1,1,0,3,139,20,4,12,1
46635,46636,2620497,39,6,0,0,0,23,153,0,4,12,0
46636,46637,7457920,40,2,1,1,0,47,300,22,2,13,0
46637,46638,6035175,63,10,1,1,1,2,262,14,8,13,0
46643,46644,6475776,35,4,1,0,0,46,14,14,4,11,0
46663,46664,206151,68,16,1,1,0,2,250,17,3,12,0
46682,46683,132850,72,0,1,0,0,8,142,0,0,11,0
46685,46686,8442438,23,17,1,0,0,33,118,0,3,14,0
46700,46701,1489858,24,16,1,1,1,30,230,19,11,14,0
46705,46706,790606,32,8,1,0,1,2,78,27,8,12,0
46714,46715,2487718,24,12,1,1,0,38,174,19,10,11,0
46718,46719,1864930,54,2,1,0,1,7,311,22,2,10,0
46728,46729,3755504,59,14,1,0,0,3,258,17,8,12,0
46729,46730,4359506,75,4,1,0,0,29,115,25,4,11,0
46737,46738,4214101,60,16,1,0,0,28,263,13,13,10,0
46754,46755,6997215,39,9,1,1,0,9,264,23,4,14,0
46768,46769,3081814,32,12,1,1,0,5,173,25,3,13,0
46774,46775,1572647,34,9,1,0,1,17,188,25,9,10,0
46778,46779,8135531,60,10,1,1,0,32,219,25,4,11,1
46779,46780,3529385,73,18,1,1,0,11,24,14,14,11,0
46797,46798,1591827,21,13,1,0,0,50,148,5,4,12,0
46810,46811,9620139,48,15,0,0,1,36,146,25,14,13,0
46831,46832,3935358,54,15,1,0,1,41,146,25,5,10,0
46832,46833,4544686,62,8,1,0,0,27,134,6,5,13,0
46838,46839,4925213,59,10,1,0,1,10,115,25,6,10,0
46843,46844,3071743,59,16,1,0,1,32,281,9,10,14,0
46863,46864,1549898,40,3,0,0,1,42,109,0,3,11,0
46869,46870,6614108,41,4,1,1,1,45,206,28,4,14,0
46910,46911,1199413,63,0,1,1,0,43,119,11,0,14,0
46935,46936,6676324,48,6,1,1,1,33,310,14,6,10,0
46936,46937,9349211,56,10,1,0,0,47,262,14,4,13,0
46937,46938,2819566,63,8,1,0,0,23,253,17,5,13,0
46947,46948,4375780,66,3,1,1,0,42,56,11,3,10,0
46949,46950,4849926,57,2,1,1,1,29,180,28,2,11,0
46952,46953,2731553,56,14,0,1,0,2,111,1,3,12,0
47018,47019,204283,53,20,1,1,0,42,154,23,4,11,0
47035,47036,8986859,56,3,1,1,1,50,304,13,3,14,0
47047,47048,3466926,54,18,0,0,0,48,19,6,7,12,0
47050,47051,7359576,75,17,1,1,0,10,68,14,14,14,0
47054,47055,336776,27,17,1,1,0,1,245,23,8,10,0
47065,47066,8371074,78,11,1,0,1,2,163,12,5,13,0
47077,47078,5453088,34,20,1,0,1,24,70,22,9,10,0
47087,47088,927040,72,0,1,1,1,5,248,10,0,13,1
47098,47099,2745019,58,16,1,1,0,17,35,19,6,14,0
47130,47131,2111682,31,19,1,0,0,49,34,25,9,14,0
47144,47145,1596742,79,15,1,0,0,43,66,2,14,14,0
47154,47155,6682611,67,16,1,1,1,17,190,14,12,10,0
47161,47162,1698437,40,10,1,1,1,32,53,13,10,11,0
47191,47192,1659986,43,11,1,0,0,29,14,14,11,11,0
47216,47217,2654218,55,15,1,0,0,49,48,20,14,14,0
47235,47236,6222541,45,19,1,0,0,50,109,0,11,12,0
47239,47240,750679,73,6,1,1,0,50,232,14,5,13,0
47254,47255,9603796,26,6,1,0,1,48,198,2,6,12,0
47258,47259,5829652,25,7,1,1,0,6,67,3,7,11,0
47278,47279,6842986,37,9,1,1,1,41,208,0,3,11,0
47284,47285,8752516,33,2,0,1,0,2,291,22,2,10,0
47299,47300,5709792,74,4,1,0,0,3,148,5,4,11,0
47305,47306,7053218,61,0,1,0,0,46,306,28,0,12,0
47306,47307,7127792,36,8,1,0,0,13,316,7,8,13,0
47329,47330,9741513,32,11,1,1,1,50,217,28,10,14,0
47353,47354,6565653,53,12,1,1,0,3,9,25,11,12,1
47362,47363,9237126,25,16,1,1,0,45,287,0,3,10,0
47371,47372,9131685,72,13,1,0,0,13,243,6,13,10,0
47376,47377,743219,54,5,1,1,0,44,116,27,5,12,1
47386,47387,5001124,46,11,1,1,1,1,117,10,11,11,0
47394,47395,8294556,72,17,1,1,0,25,162,28,13,13,0
47407,47408,7717248,75,18,1,1,1,8,251,13,9,12,0
47417,47418,4195478,52,12,1,1,0,5,225,7,5,13,0
47425,47426,6284059,45,4,1,0,0,43,305,14,4,11,0
47433,47434,8807021,26,19,1,1,0,44,312,0,3,13,0
47439,47440,4657522,59,9,1,1,0,4,214,5,4,13,0
47442,47443,4164155,24,2,1,0,0,43,53,13,2,13,0
47447,47448,6652412,30,18,1,1,1,22,53,13,7,13,0
47452,47453,12608,64,19,1,0,0,37,78,27,5,11,0
47457,47458,2900446,45,20,1,1,0,36,38,11,6,10,0
47495,47496,8796254,48,17,1,1,1,14,60,20,10,14,0
47503,47504,6235492,68,6,1,0,0,12,132,2,6,12,0
47507,47508,2568817,78,5,1,1,1,9,263,13,5,14,0
47510,47511,9292764,47,0,1,1,0,45,138,25,0,12,0
47522,47523,3990809,58,12,1,1,0,33,189,6,12,11,0
47533,47534,7731935,25,3,1,0,1,4,205,14,3,13,0
47541,47542,7622856,59,5,1,1,0,30,291,22,5,11,0
47558,47559,4671113,68,13,1,1,1,49,125,15,11,13,1
47560,47561,853458,78,19,1,1,0,20,146,25,12,12,0
47579,47580,3346408,58,7,1,1,1,41,176,0,3,12,0
47580,47581,2309662,64,12,1,1,0,10,61,4,10,11,0
47582,47583,7556052,57,16,1,1,1,38,104,25,3,13,1
47593,47594,2893051,66,2,1,1,0,2,240,28,2,13,0
47614,47615,5910956,31,15,1,0,0,46,282,5,8,10,0
47638,47639,8364348,70,8,1,0,0,50,55,14,5,13,0
47659,47660,1369359,22,19,1,0,1,39,181,28,9,12,1
47666,47667,7225783,63,9,0,1,1,16,303,11,9,12,0
47673,47674,3172080,40,2,1,0,0,14,183,11,2,11,0
47676,47677,4496905,54,11,1,0,0,21,86,1,11,11,0
47713,47714,738842,38,4,1,1,0,35,10,26,4,14,0
47733,47734,4161972,41,16,1,1,0,10,113,2,9,11,0
47773,47774,4668470,67,13,1,1,0,3,145,28,9,10,0
47790,47791,9192811,28,2,1,0,1,9,154,23,2,12,0
47859,47860,8622588,45,18,1,1,0,45,1,24,3,12,1
47869,47870,7438038,33,6,1,0,0,39,288,0,6,12,0
47892,47893,4164102,63,4,0,1,0,32,291,22,4,14,0
47916,47917,2605652,55,20,1,1,0,45,176,0,9,14,0
47918,47919,5238649,42,10,1,1,1,19,34,25,4,11,0
47954,47955,1461789,69,13,1,0,0,41,69,2,13,14,0
47961,47962,7770002,25,3,1,1,1,49,13,7,3,13,0
47979,47980,7071461,48,10,1,1,0,26,191,23,4,12,0
47991,47992,1106260,39,8,1,1,0,5,241,4,8,10,1
47993,47994,1005797,34,10,1,1,0,44,141,6,10,10,1
47995,47996,4391559,52,6,1,1,0,11,251,13,6,13,0
48013,48014,4292910,70,2,0,1,0,18,54,17,2,14,0
48018,48019,9437993,77,11,1,1,0,13,96,25,11,14,0
48031,48032,9103667,54,3,0,1,0,43,121,28,3,12,1
48045,48046,7767461,65,6,1,1,0,22,94,25,6,13,0
48046,48047,7233557,41,13,1,1,0,4,159,2,11,12,0
48056,48057,3604122,49,3,1,0,0,26,41,2,3,10,1
48070,48071,5838703,76,5,1,1,1,40,57,28,5,11,0
48074,48075,1857913,64,16,1,1,1,13,282,5,6,11,0
48081,48082,5088858,51,5,1,0,0,25,44,20,5,12,0
48086,48087,3558638,63,4,1,1,0,44,30,11,4,10,0
48094,48095,2087733,27,3,1,1,0,11,18,25,3,11,0
